HGNC ID,GENE,Approved name,Status,Previous symbols,Alias symbols,Chromosome,Accession numbers,RefSeq IDs,ENTREZ,ENSGID,GENE_GC%,CHR,START,END,GENE_BIOMART_OTHERS
HGNC:13593,FBXO22,F-box protein 22,Approved,,"FBX22, FISTC1",15q24.2,AF174602,NM_147188,26263,ENSG00000167196,40.06,15,76196200,76227609,
HGNC:29183,TBC1D2B,TBC1 domain family member 2B,Approved,,KIAA1055,15q24.3-q25.1,AB028978,NM_015079,23102,ENSG00000167202,47.99,15,78276378,78370066,
HGNC:5331,NOD2,nucleotide binding oligomerization domain containing 2,Approved,"IBD1, CARD15","BLAU, CD, PSORAS1, CLR16.3, NLRC2",16q12.1,AF178930,NM_022162,64127,ENSG00000167207,48.1,16,50727514,50766988,
HGNC:30390,SNX20,sorting nexin 20,Approved,,"SLIC-1, SLIC1",16q12.1,AK055837,NM_153337,124460,ENSG00000167208,51.29,16,50700211,50715264,
HGNC:26521,LOXHD1,lipoxygenase homology domains 1,Approved,DFNB77,"FLJ32670, LH2D1",18q21.1,AK057232,NM_144612,125336,ENSG00000167210,45.37,18,44056935,44236996,
HGNC:25387,KATNAL2,katanin catalytic subunit A1 like 2,Approved,,"MGC33211, DKFZP667C165",18q21.1,BC034999,NM_031303,83473,ENSG00000167216,43.67,18,44497455,44627658,
HGNC:25364,HDHD2,haloacid dehalogenase like hydrolase domain containing 2,Approved,,DKFZP564D1378,18q21.1,AL136681,NM_032124,84064,ENSG00000167220,38.68,18,44633774,44676891,
HGNC:13166,ZNF91,zinc finger protein 91,Approved,,"HPF7, HTF10",19p12,M61871,NM_003430,7644,ENSG00000167232,40.56,19,23487793,23578362,
HGNC:5466,IGF2,insulin like growth factor 2,Approved,C11orf43,"FLJ44734, IGF-II",11p15.5,"M29645, AK025719",NM_000612,3481,ENSG00000167244,60.44,11,2150342,2170833,
HGNC:25335,RNF214,ring finger protein 214,Approved,,DKFZp547C195,11q23.3,AL834448,NM_001077239,257160,ENSG00000167257,42.99,11,117103341,117157161,
HGNC:24224,CDK12,cyclin dependent kinase 12,Approved,CRKRS,"CRK7, CRKR, KIAA0904",17q12,AF227198,NM_016507,51755,ENSG00000167258,44.39,17,37617764,37721160,
HGNC:23028,DPEP2,dipeptidase 2,Approved,,,16q22.1,AJ295149,NM_022355,64174,ENSG00000167261,54.36,16,68021297,68034489,
HGNC:26014,DUS2,dihydrouridine synthase 2,Approved,DUS2L,"FLJ20399, SMM1",16q22.1,,NM_017803,54920,ENSG00000167264,48.49,16,68021649,68113223,
HGNC:17689,POP5,"POP5 homolog, ribonuclease P/MRP subunit",Approved,,,12q24.31,AJ306296,NM_015918,51367,ENSG00000167272,48.65,12,121016567,121019201,
HGNC:24622,ENGASE,endo-beta-N-acetylglucosaminidase,Approved,,FLJ21865,17q25.3,AF512564,NM_022759,64772,ENSG00000167280,58.4,17,77071021,77084681,
HGNC:27097,RBFOX3,RNA binding fox-1 homolog 3,Approved,,"FOX-3, NeuN, HRNBP3",17q25.3,,NM_001082575,146713,ENSG00000167281,55.18,17,77085427,77613550,
HGNC:14247,ATP5MG,ATP synthase membrane subunit g,Approved,ATP5L,ATP5JG,11q23.3,AF092124,NM_006476,10632,ENSG00000167283,42.83,11,118271869,118302211,ATP5L
HGNC:1673,CD3D,CD3d molecule,Approved,T3D,,11q23.3,X01451,NM_000732,915,ENSG00000167286,50.49,11,118209669,118213459,
HGNC:28356,TBC1D16,TBC1 domain family member 16,Approved,,"MGC25062, FLJ20748",17q25.3,AL157485,NM_019020,125058,ENSG00000167291,52.48,17,77906142,78009647,
HGNC:26458,TEPSIN,TEPSIN adaptor related protein complex 4 accessory protein,Approved,"C17orf56, ENTHD2",FLJ31528,17q25.3,AK056090,NM_144679,146705,ENSG00000167302,62.93,17,79202077,79212891,ENTHD2
HGNC:7603,MYO5B,myosin VB,Approved,,KIAA1119,18q,AB032945,,4645,ENSG00000167306,44.5,18,47349183,47721463,
HGNC:24049,ART5,ADP-ribosyltransferase 5,Approved,,,11p15.4,Y16835,NM_053017,116969,ENSG00000167311,56.69,11,3659733,3663546,
HGNC:83,ACAA2,acetyl-CoA acyltransferase 2,Approved,,DSAEC,18q21.1,D16294,NM_006111,10449,ENSG00000167315,39.53,18,47309869,47340330,
HGNC:11386,STIM1,stromal interaction molecule 1,Approved,,"GOK, D11S4896E",11p15.4,"BC021300, U52426",NM_003156,6786,ENSG00000167323,42.52,11,3875757,4114439,
HGNC:10451,RRM1,ribonucleotide reductase catalytic subunit M1,Approved,,,11p15.4,X59543,NM_001033,6240,ENSG00000167325,40.39,11,4115937,4160106,
HGNC:15195,OR51E2,olfactory receptor family 51 subfamily E member 2,Approved,,PSGR,11p15.4,AY033942,NM_030774,81285,ENSG00000167332,39.69,11,4701401,4719084,
HGNC:21161,TRIM68,tripartite motif containing 68,Approved,RNF137,"SS-56, FLJ10369",11p15.4,AF360739,NM_018073,55128,ENSG00000167333,46.54,11,4619902,4629489,
HGNC:14249,MMP26,matrix metallopeptidase 26,Approved,,"endometase, MGC126590, MGC126592",11p15.4,AF230354,NM_021801,56547,ENSG00000167346,37.28,11,4726157,5013659,
HGNC:19599,OR51B5,olfactory receptor family 51 subfamily B member 5,Approved,,,11p15.4,BK004430,NM_001005567,282763,ENSG00000167355,45.03,11,5363744,5364809,
HGNC:15200,OR51I1,olfactory receptor family 51 subfamily I member 1,Approved,,,11p15.4,BK004429,NM_001005288,390063,ENSG00000167359,47.62,11,5461800,5462744,
HGNC:14851,OR51Q1,olfactory receptor family 51 subfamily Q member 1 (gene/pseudogene),Approved,,,11p15.4,AB065531,NM_001004757,390061,ENSG00000167360,48.45,11,5443341,5444436,
HGNC:24822,FN3K,fructosamine 3 kinase,Approved,,,17q25.3,AJ404615,NM_022158,64122,ENSG00000167363,51.33,17,80693451,80709073,
HGNC:30500,PRRT2,proline rich transmembrane protein 2,Approved,"ICCA, DYT10","FLJ25513, DKFZp547J199, IFITMD1, FICCA, DSPB3, PKC, EKD1",16p11.2,BC011405,NM_145239,112476,ENSG00000167371,61.24,16,29823177,29827201,
HGNC:13023,ZNF23,zinc finger protein 23,Approved,ZNF359,"KOX16, Zfp612, ZNF612",16q22.2,X52347,NM_145911,7571,ENSG00000167377,44.44,16,71481500,71496998,
HGNC:24868,IRGQ,immunity related GTPase Q,Approved,IRGQ1,FKSG27,19q13.31,AF322648,NM_001007561,126298,ENSG00000167378,52.71,19,44088521,44100287,
HGNC:13019,ZNF226,zinc finger protein 226,Approved,,,19q13.31,AF024707,,7769,ENSG00000167380,40.39,19,44669226,44682534,
HGNC:13022,ZNF229,zinc finger protein 229,Approved,,,19q13.2,AF192979,NM_014518,7772,ENSG00000167383,41.83,19,44921685,44952766,
HGNC:12970,ZNF180,zinc finger protein 180,Approved,,HHZ168,19q13.2,AF192913,NM_013256,7733,ENSG00000167384,44.29,19,44979854,45004576,
HGNC:25821,ZNF668,zinc finger protein 668,Approved,,FLJ13479,16p11.2,,NM_024706,79759,ENSG00000167394,54.5,16,31072164,31085641,
HGNC:29004,ZNF646,zinc finger protein 646,Approved,,KIAA0296,16p11.2,AB002294,NM_014699,9726,ENSG00000167395,58.57,16,31085743,31095517,
HGNC:23663,VKORC1,vitamin K epoxide reductase complex subunit 1,Approved,VKCFD2,,16p11.2,,NM_024006,79001,ENSG00000167397,55.01,16,31102163,31107301,
HGNC:19664,GNG8,G protein subunit gamma 8,Approved,,,19q13.32,AF493875,,94235,ENSG00000167414,67.87,19,47137333,47137942,
HGNC:6678,LPO,lactoperoxidase,Approved,,SPO,17q22,M58151,,4025,ENSG00000167419,44.84,17,56295909,56345879,
HGNC:1375,CA4,carbonic anhydrase 4,Approved,RP17,"CAIV, Car4",17q23.1,L10955,NM_000717,762,ENSG00000167434,54.98,17,58227297,58248260,
HGNC:25551,SMG8,SMG8 nonsense mediated mRNA decay factor,Approved,C17orf71,"FLJ10587, FLJ23205",17q23.2,AL834490,NM_018149,55181,ENSG00000167447,44.25,17,57286761,57292608,
HGNC:12013,TPM4,tropomyosin 4,Approved,,,19p13.12-p13.11,,NM_003290,7171,ENSG00000167460,50.92,19,16177831,16213813,
HGNC:7007,RAB8A,"RAB8A, member RAS oncogene family",Approved,MEL,RAB8,19p13.11,,NM_005370,4218,ENSG00000167461,53.79,19,16222439,16245044,
HGNC:4556,GPX4,glutathione peroxidase 4,Approved,,"PHGPx, MCSP",19p13.3,"BC039849, X71973",NM_002085,2879,ENSG00000167468,69.6,19,1103936,1106787,
HGNC:16298,MIDN,midnolin,Approved,,,19p13.3,AC004221,,90007,ENSG00000167470,65.96,19,1248552,1259142,
HGNC:24963,JSRP1,junctional sarcoplasmic reticulum protein 1,Approved,,"JP-45, FLJ32416",19p13.3,AK056978,NM_144616,126306,ENSG00000167476,55.44,19,2252251,2269758,
HGNC:24130,NIBAN3,niban apoptosis regulator 3,Approved,FAM129C,"FLJ39802, BCNP1",19p13.11,AY254198,NM_173544,199786,ENSG00000167483,52.51,19,17634110,17664648,FAM129C
HGNC:25623,KLHL26,kelch like family member 26,Approved,,,19p13.11,,NM_018316,55295,ENSG00000167487,56.97,19,18747775,18781309,
HGNC:29989,GATAD2A,GATA zinc finger domain containing 2A,Approved,,p66alpha,19p13.11,AL390164,NM_017660,54815,ENSG00000167491,50.87,19,19496635,19619740,
HGNC:7529,MVD,mevalonate diphosphate decarboxylase,Approved,,MPD,16q24.2,U49260,NM_002461,4597,ENSG00000167508,59.29,16,88718343,88729569,
HGNC:24576,CDT1,chromatin licensing and DNA replication factor 1,Approved,,"DUP, RIS2",16q24.3,AF070552,NM_030928,81620,ENSG00000167513,65.55,16,88869621,88875666,
HGNC:30887,TRAPPC2L,trafficking protein particle complex 2 like,Approved,,HSPC176,16q24.3,BC011369,NM_016209,51693,ENSG00000167515,58.39,16,88922628,88929094,
HGNC:21316,ANKRD11,ankyrin repeat domain 11,Approved,,"LZ16, T13",16q24.3,AY373756,NM_013275,29123,ENSG00000167522,51.19,16,89334038,89556969,
HGNC:26463,SPATA33,spermatogenesis associated 33,Approved,C16orf55,FLJ31606,16q24.3,AK056168,NM_153025,124045,ENSG00000167523,52.07,16,89724210,89737680,
HGNC:26314,RSKR,ribosomal protein S6 kinase related,Approved,,"FLJ25006, SgK494",17q11.2,,NM_144610,124923,ENSG00000167524,45.98,17,26934982,26941218,SGK494
HGNC:28600,PROCA1,protein interacting with cyclin A1,Approved,,MGC39650,17q11.2,BC029574,NM_152465,147011,ENSG00000167525,55.73,17,27030215,27038872,
HGNC:10303,RPL13,ribosomal protein L13,Approved,,"D16S444E, BBC1, L13",16q24.3,AB007172,NM_000977,6137,ENSG00000167526,55.04,16,89627065,89630950,
HGNC:31834,ZNF641,zinc finger protein 641,Approved,,FLJ31295,12q13.11,BC018090,NM_152320,121274,ENSG00000167528,46.12,12,48733791,48745197,
HGNC:6480,LALBA,lactalbumin alpha,Approved,,LYZL7,12q13.11,,NM_002289,3906,ENSG00000167531,45.61,12,48961467,48963849,
HGNC:1403,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3,Approved,CACNLB3,,12q13.12,,,784,ENSG00000167535,57.6,12,49207577,49222724,
HGNC:28326,DHRS13,dehydrogenase/reductase 13,Approved,,"MGC23280, SDR7C5",17q11.2,BC015582,NM_144683,147015,ENSG00000167536,54.96,17,27224799,27230089,
HGNC:25102,TP53I13,tumor protein p53 inducible protein 13,Approved,,DSCP1,17q11.2,AK075341,NM_138349,90313,ENSG00000167543,63.48,17,27893070,27900175,
HGNC:7133,KMT2D,lysine methyltransferase 2D,Approved,"TNRC21, MLL2","ALR, MLL4, CAGL114",12q13.12,AF010403,,8085,ENSG00000167548,54.13,12,49412758,49453557,
HGNC:21356,CORO6,coronin 6,Approved,,FLJ14871,17q11.2,AF193039,NM_032854,84940,ENSG00000167549,60.29,17,27941774,27949925,
HGNC:21166,RHEBL1,RHEB like 1,Approved,,"MGC34869, FLJ25797, RHEB2",12q13.12,AK098663,NM_144593,121268,ENSG00000167550,49.73,12,49458468,49463808,
HGNC:20766,TUBA1A,tubulin alpha 1a,Approved,,"TUBA3, B-ALPHA-1, FLJ25113",12q13.12,AF141347,NM_006009,7846,ENSG00000167552,48.62,12,49578579,49583107,
HGNC:20768,TUBA1C,tubulin alpha 1c,Approved,TUBA6,"MGC14580, MGC10851, bcm948",12q13.12,BC004949,NM_032704,84790,ENSG00000167553,45.17,12,49582519,49667114,
HGNC:26687,ZNF610,zinc finger protein 610,Approved,,FLJ36040,19q13.41,AK093359,NM_173530,162963,ENSG00000167554,44.88,19,52839498,52871031,
HGNC:29384,ZNF528,zinc finger protein 528,Approved,,KIAA1827,19q13.41,AB058730,NM_032423,84436,ENSG00000167555,43.66,19,52901102,52921665,
HGNC:25597,ZNF701,zinc finger protein 701,Approved,,FLJ10891,19q13.41,AK001753,NM_018260,55762,ENSG00000167562,45.43,19,53059075,53090427,
HGNC:17931,SERTAD3,SERTA domain containing 3,Approved,,RBT1,19q13.2,AF192529,NM_013368,29946,ENSG00000167565,55.9,19,40946751,40950612,
HGNC:29321,NCKAP5L,NCK associated protein 5 like,Approved,KIAA1602,,12q13.12,AB046822,NM_001037806,57701,ENSG00000167566,52.89,12,50184929,50222533,
HGNC:9782,RAB4B,"RAB4B, member RAS oncogene family",Approved,,"FLJ78649, MGC52123",19q13.2,AF165522,NM_016154,53916,ENSG00000167578,51.94,19,41284121,41302847,
HGNC:634,AQP2,aquaporin 2,Approved,,,12q13.12,,NM_000486,359,ENSG00000167580,54.88,12,50344524,50352664,
HGNC:4455,GPD1,glycerol-3-phosphate dehydrogenase 1,Approved,,,12q13.12,,,2819,ENSG00000167588,55.74,12,50497602,50505102,
HGNC:25204,PROSER3,proline and serine rich 3,Approved,C19orf55,FLJ30657,19q13.12,AK055219,NM_144692,148137,ENSG00000167595,53.93,19,36249044,36261930,C19orf55
HGNC:15654,CYP2S1,cytochrome P450 family 2 subfamily S member 1,Approved,,,19q13.2,AA301039,,29785,ENSG00000167600,53.36,19,41698954,41713444,
HGNC:905,AXL,AXL receptor tyrosine kinase,Approved,,"UFO, JTK11, Tyro7, ARK",19q13.2,M76125,,558,ENSG00000167601,50.86,19,41725108,41767671,
HGNC:15671,NFKBID,NFKB inhibitor delta,Approved,,"TA-NFKBH, IkappaBNS, IkBNS",19q13.12,AF385434,NM_032721,84807,ENSG00000167604,53.36,19,36378555,36393205,
HGNC:22998,TMC4,transmembrane channel like 4,Approved,,,19q13.42,AY236492,,147798,ENSG00000167608,56.05,19,54663846,54676944,
HGNC:13788,ANKRD33,ankyrin repeat domain 33,Approved,C12orf7,"DKFZp686O1689, PANKY",12q13.13,,NM_182608,341405,ENSG00000167612,58.76,12,52281744,52285448,
HGNC:6477,LAIR1,leukocyte associated immunoglobulin like receptor 1,Approved,,CD305,19q13.42,AF013249,,3903,ENSG00000167613,49.71,19,54865362,54882165,
HGNC:13476,TTYH1,tweety family member 1,Approved,,,19q13.42,AF177909,,57348,ENSG00000167614,58.84,19,54926393,54948080,
HGNC:15500,LENG8,leukocyte receptor cluster member 8,Approved,,"KIAA1932, MGC40108, pp13842",19q13.42,AF211975,NM_052925,114823,ENSG00000167615,58.99,19,54960065,54973217,
HGNC:17408,CDC42EP5,CDC42 effector protein 5,Approved,,"CEP5, Borg3",19q13.42,BC024327,NM_145057,148170,ENSG00000167617,54,19,54976210,54984411,
HGNC:6478,LAIR2,leukocyte associated immunoglobulin like receptor 2,Approved,,CD306,19q13.42,AF013250,,3904,ENSG00000167618,49.2,19,55009100,55021897,
HGNC:26912,TMEM145,transmembrane protein 145,Approved,,FLJ90805,19q13.2,AK075286,NM_173633,284339,ENSG00000167619,57.14,19,42817477,42829214,
HGNC:29415,ZNF526,zinc finger protein 526,Approved,,"KIAA1951, MGC4267",19q13.31,AB075831,NM_133444,116115,ENSG00000167625,54.5,19,42724423,42732353,
HGNC:30832,TRAPPC9,trafficking protein particle complex 9,Approved,,"IKBKBBP, NIBP, KIAA1882, T1, TRS120, MRT13",8q24.3,BC006206,NM_031466,83696,ENSG00000167632,47.49,8,140742586,141468678,
HGNC:6338,KIR3DL1,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1",Approved,KIR,"cl-2, NKB1, cl-11, nkat3, NKB1B, AMB11, CD158e1/2, CD158E1, CD158e2",19q13.42,L41269,NM_013289,3811,ENSG00000167633,46.92,19,55235969,55378448,
HGNC:22947,NLRP7,NLR family pyrin domain containing 7,Approved,NALP7,"PYPAF3, NOD12, PAN7, CLR19.4",19q13.42,AF464765,NM_139176,199713,ENSG00000167634,49.67,19,55434877,55477680,
HGNC:12931,ZNF146,zinc finger protein 146,Approved,,OZF,19q13.1,X70394,NM_007145,7705,ENSG00000167635,42.84,19,36705504,36729676,
HGNC:13077,ZNF283,zinc finger protein 283,Approved,,,19q13.31,AK098175,NM_181845,284349,ENSG00000167637,38.84,19,44331444,44353307,
HGNC:14871,PPP1R14A,protein phosphatase 1 regulatory inhibitor subunit 14A,Approved,PPP1INL,CPI-17,19q13.1,AB056508,NM_033256,94274,ENSG00000167641,58.39,19,38741877,38747231,
HGNC:11247,SPINT2,"serine peptidase inhibitor, Kunitz type 2",Approved,,"Kop, HAI-2",19q13.2,U78095,,10653,ENSG00000167642,51.22,19,38734675,38783254,
HGNC:16668,C19orf33,chromosome 19 open reading frame 33,Approved,,"IMUP-1, IMUP-2, H2RSP, IMUP",19q13.2,AF213678,NM_033520,64073,ENSG00000167644,65.49,19,38794801,38795649,
HGNC:30511,YIF1B,"Yip1 interacting factor homolog B, membrane trafficking protein",Approved,,FinGER8,19q13.2,AL833382,NM_033557,90522,ENSG00000167645,55.37,19,38795753,38807913,
HGNC:30492,DNAAF3,dynein axonemal assembly factor 3,Approved,"C19orf51, CILD2","FLJ40069, FLJ36139, PF22, PCD",19q13.42,AK097388,NM_178837,352909,ENSG00000167646,56.38,19,55670031,55678090,
HGNC:9500,PSCA,prostate stem cell antigen,Approved,,,8q24.3,AF043498,NM_005672,8000,ENSG00000167653,56.08,8,143751726,143764142,
HGNC:779,ATCAY,ATCAY kinesin light chain interacting caytaxin,Approved,,BNIP-H,19p13.3,,,85300,ENSG00000167654,51.6,19,3879862,3928077,
HGNC:13348,LY6D,lymphocyte antigen 6 family member D,Approved,,E48,8q24.3,U66837,NM_003695,8581,ENSG00000167656,62.05,8,143866296,143868008,
HGNC:2676,DAPK3,death associated protein kinase 3,Approved,,"ZIP, ZIPK",19p13.3,AB007144,NM_001348,1613,ENSG00000167657,58.44,19,3958451,3971121,
HGNC:3214,EEF2,eukaryotic translation elongation factor 2,Approved,EF2,EEF-2,19p13.3,Z11692,NM_001961,1938,ENSG00000167658,59.53,19,3976054,3985467,
HGNC:28324,TMIGD2,transmembrane and immunoglobulin domain containing 2,Approved,,"MGC23244, CD28H, IGPR-1",19p13.3,BC015655,NM_144615,126259,ENSG00000167664,53.96,19,4292229,4302428,
HGNC:1910,CHAF1A,chromatin assembly factor 1 subunit A,Approved,,"CAF1P150, CAF1B, CAF-1, CAF1, P150, MGC71229",19p13.3,U20979,NM_005483,10036,ENSG00000167670,51.15,19,4402659,4445015,
HGNC:14928,UBXN6,UBX domain protein 6,Approved,UBXD1,UBXDC2,19p13,AF272893,NM_025241,80700,ENSG00000167671,59.86,19,4444996,4457819,
HGNC:14680,HDGFL2,HDGF like 2,Approved,,"HRP2, Hdgfrp2",19p13.3,"AF294267, BC009449",NM_001001520,84717,ENSG00000167674,57.08,19,4472284,4502223,HDGFRP2
HGNC:29393,PLIN4,perilipin 4,Approved,KIAA1881,S3-12,19p13.3,AB067468,NM_001367868,729359,ENSG00000167676,59.23,19,4502204,4517716,
HGNC:10739,SEMA6B,semaphorin 6B,Approved,SEMAN,"semaZ, SEMA-VIB, SEM-SEMA-Y",19p13.3,AB022433,NM_032108,10501,ENSG00000167680,57.85,19,4542600,4559820,
HGNC:16052,ZNF444,zinc finger protein 444,Approved,,"ZSCAN17, FLJ11137, EZF2",19q13.43,AB052954,NM_018337,55311,ENSG00000167685,54.02,19,56643968,56672262,
HGNC:18008,NXN,nucleoredoxin,Approved,,"FLJ12614, NRX",17p13.3,,,64359,ENSG00000167693,50.99,17,702553,883010,
HGNC:29646,TLCD3A,TLC domain containing 3A,Approved,FAM57A,"FLJ22282, CT120",17p13.3,AK025935,NM_024792,79850,ENSG00000167695,49.93,17,635652,646206,FAM57A
HGNC:14111,GLOD4,glyoxalase domain containing 4,Approved,C17orf25,"CGI-150, HC71",17p13.3,AF177342,NM_016080,51031,ENSG00000167699,45.22,17,660337,685581,
HGNC:25157,MFSD3,major facilitator superfamily domain containing 3,Approved,,,8q24.3,,NM_138431,113655,ENSG00000167700,66.96,8,145734457,145736596,
HGNC:4552,GPT,glutamic--pyruvic transaminase,Approved,,"ALT1, GPT1",8q24.3,,,2875,ENSG00000167701,68.44,8,145728356,145732557,
HGNC:29530,KIFC2,kinesin family member C2,Approved,,,8q24.3,AY007121,NM_145754,90990,ENSG00000167702,63.6,8,145691426,145699585,
HGNC:23087,SLC43A2,solute carrier family 43 member 2,Approved,,MGC34680,17p13.3,BC027923,NM_152346,124935,ENSG00000167703,54.63,17,1472561,1532180,
HGNC:30266,RILP,Rab interacting lysosomal protein,Approved,,FLJ31193,17p13.3,AJ404317,NM_031430,83547,ENSG00000167705,64.33,17,1549444,1553371,
HGNC:9075,SERPINF2,serpin family F member 2,Approved,PLI,"API, ALPHA-2-PI, A2AP, AAP",17p13.3,D00174,NM_000934,5345,ENSG00000167711,57.07,17,1646130,1658562,
HGNC:26600,WDR81,WD repeat domain 81,Approved,,"FLJ33817, PPP1R166, CAMRQ2, SORF-2",17p13.3,AK074111,NM_152348,124997,ENSG00000167716,57.66,17,1619817,1641893,
HGNC:14398,SRR,serine racemase,Approved,,"ILV1, ISO1",17p13.3,AF169974,NM_021947,63826,ENSG00000167720,45.63,17,2206677,2228554,
HGNC:25542,TSR1,TSR1 ribosome maturation factor,Approved,,FLJ10534,17p13.3,AK026565,NM_018128,55720,ENSG00000167721,45.82,17,2225797,2240801,
HGNC:18084,TRPV3,transient receptor potential cation channel subfamily V member 3,Approved,,VRL3,17p13.2,AF514998,NM_145068,162514,ENSG00000167723,51.69,17,3413796,3461289,
HGNC:30419,HSD11B1L,hydroxysteroid 11-beta dehydrogenase 1 like,Approved,,"SCDR10, SDR26C2, HSD1L",19p13.3,AY268353,NM_198706,374875,ENSG00000167733,58.25,19,5680615,5688533,
HGNC:28471,CYB5D2,cytochrome b5 domain containing 2,Approved,,MGC32124,17p13.2,AK172844,NM_144611,124936,ENSG00000167740,49.97,17,4046462,4090605,
HGNC:26891,GGT6,gamma-glutamyltransferase 6,Approved,,FLJ90165,17p13.2,AK074646,NM_153338,124975,ENSG00000167741,60.05,17,4460222,4464113,
HGNC:29667,C19orf48,chromosome 19 open reading frame 48,Approved,,"MGC13170, BC006151",19q13.33,BC037227,NM_032712,84798,ENSG00000167747,54.79,19,51300961,51308186,
HGNC:6357,KLK1,kallikrein 1,Approved,,Klk6,19q13.33,L10038,NM_002257,3816,ENSG00000167748,59.14,19,51322404,51327043,
HGNC:6365,KLK4,kallikrein related peptidase 4,Approved,PRSS17,"EMSP, EMSP1, PSTS, KLK-L1",19q13.41,AF113141,NM_004917,9622,ENSG00000167749,55.85,19,51409608,51413994,
HGNC:6363,KLK2,kallikrein related peptidase 2,Approved,,,19q13.33,M18157,NM_005551.3,3817,ENSG00000167751,48.07,19,51364824,51383823,
HGNC:6366,KLK5,kallikrein related peptidase 5,Approved,,"SCTE, KLK-L2",19q13.41,AF135028,NM_012427,25818,ENSG00000167754,50.93,19,51446559,51456349,
HGNC:6367,KLK6,kallikrein related peptidase 6,Approved,"PRSS9, PRSS18","Bssp, Klk7, neurosin",19q13.41,U62801,NM_002774,5653,ENSG00000167755,53.29,19,51461887,51472929,
HGNC:6359,KLK11,kallikrein related peptidase 11,Approved,PRSS20,TLSP,19q13.41,AB012917,NM_006853,11012,ENSG00000167757,56.97,19,51525472,51531295,
HGNC:6361,KLK13,kallikrein related peptidase 13,Approved,,KLK-L4,19q13.41,,NM_015596,26085,ENSG00000167759,45.31,19,51559463,51568371,
HGNC:13158,ZNF83,zinc finger protein 83,Approved,ZNF816B,"FLJ11015, HPF1",19q13.41,M27877,NM_018300,55769,ENSG00000167766,44.66,19,53097313,53193749,
HGNC:27056,KRT80,keratin 80,Approved,,KB20,12q13.13,BX537567,NM_182507,144501,ENSG00000167767,55.7,12,52562780,52585784,
HGNC:6412,KRT1,keratin 1,Approved,EHK1,KRT1A,12q13.13,X69725,NM_006121,3848,ENSG00000167768,47.13,12,53068520,53074191,
HGNC:18356,ACER1,alkaline ceramidase 1,Approved,ASAH3,,19p13.3,AF347024,NM_133492,125981,ENSG00000167769,49.83,19,6306153,6333640,
HGNC:23077,OTUB1,"OTU deubiquitinase, ubiquitin aldehyde binding 1",Approved,,"FLJ20113, FLJ40710",11q13.1,AY177200,NM_017670,55611,ENSG00000167770,59.12,11,63753325,63769283,
HGNC:27455,RCOR2,REST corepressor 2,Approved,,,11q13.1,BC010608,NM_173587,283248,ENSG00000167771,60.76,11,63678693,63684316,
HGNC:16039,ANGPTL4,angiopoietin like 4,Approved,,"pp1158, PGAR, ARP4, HFARP, FIAF, NL2",19p13.2,AF202636,NM_139314,51129,ENSG00000167772,55.64,19,8428173,8439257,
HGNC:16692,CD320,CD320 molecule,Approved,,"8D6, 8D6A",19p13.2,AF161254,NM_016579,51293,ENSG00000167775,58.35,19,8367011,8373240,
HGNC:25920,SPRYD3,SPRY domain containing 3,Approved,,FLJ14800,12q13.13,AK074694,NM_032840,84926,ENSG00000167778,54.09,12,53458388,53473204,
HGNC:5475,IGFBP6,insulin like growth factor binding protein 6,Approved,,,12q13.13,,,3489,ENSG00000167779,54.26,12,53491220,53496129,
HGNC:11178,SOAT2,sterol O-acyltransferase 2,Approved,,ACAT2,12q13.13,AF059203,,8435,ENSG00000167780,47.7,12,53497302,53518322,
HGNC:26422,ZNF558,zinc finger protein 558,Approved,,FLJ30932,19p13.2,AK055494,NM_144693,148156,ENSG00000167785,45,19,8920380,8943004,
HGNC:1385,CABP2,calcium binding protein 2,Approved,DFNB93,,11q13.2,AF169154,,51475,ENSG00000167791,58.14,11,67286383,67290899,
HGNC:7716,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,Approved,,CI-51K,11q13.2,AF092131,NM_007103,4723,ENSG00000167792,55.96,11,67374323,67380006,
HGNC:30833,CDK2AP2,cyclin dependent kinase 2 associated protein 2,Approved,,"DOC-1R, p14",11q13.2,AF089814,NM_005851,10263,ENSG00000167797,62.33,11,67273968,67276120,
HGNC:8055,NUDT8,nudix hydrolase 8,Approved,,FLJ41567,11q13.2,AI743601,NM_181843,254552,ENSG00000167799,65.18,11,67395409,67397401,
HGNC:11593,TBX10,T-box transcription factor 10,Approved,TBX7,TBX13,11q13.2,AH006177,NM_005995,347853,ENSG00000167800,55.49,11,67398774,67407031,
HGNC:9353,PRDX2,peroxiredoxin 2,Approved,TDPX1,"PRP, NKEFB, TSA, PRXII, PRX2, MGC4104",19p13.13,,NM_005809,7001,ENSG00000167815,54.61,19,12907634,12912694,
HGNC:15312,OR8J3,olfactory receptor family 8 subfamily J member 3,Approved,,,11q12.1,,NM_001004064,81168,ENSG00000167822,41.77,11,55904247,55905194,
HGNC:8347,OR5I1,olfactory receptor family 5 subfamily I member 1,Approved,,"HSOlf1, OLF1",11q12.1,BC069093,NM_006637,10798,ENSG00000167825,40.53,11,55702932,55703876,
HGNC:13026,ZNF232,zinc finger protein 232,Approved,,ZSCAN11,17p13.2,AF080169,NM_014519,7775,ENSG00000167840,50.38,17,5008836,5026411,
